counter,subID,task,Video,Track,Timestamp,errors_in_frame,time_to_prev_error,time_to_next_error,value1,error_type_value1,error_subtype_value1,value1b,value2,error_type_value2,error_subtype_value2,value2b,value3,error_type_value3,error_subtype_value3,value3b,value4,error_type_value4,error_subtype_value4,value4b,value5,error_type_value5,error_subtype_value5,value5b,HMD,offset,Timestamp_adjusted
430,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,29.44,1,11.2,-4.08,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,31.8354599689888
431,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,33.52,1,4.08,-9.84,21,2,6,2, , , , , , , , , , , , , , , , ,varjo,True,35.9154599689888
432,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,43.36,2,9.84,-7.04,23,2,7,3,24,2,7,2, , , , , , , , , , , , ,varjo,True,45.7554599689888
433,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,50.4,2,7.04,-4.4,6,1,2,2,3,1,1,2, , , , , , , , , , , , ,varjo,True,52.7954599689888
434,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,54.8,1,4.4,-7.68,7,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,57.1954599689888
435,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,62.48,3,7.68,-3.48,13,1,3,2,31,2,8,3,33,2,9,2, , , , , , , , ,varjo,True,64.8754599689888
436,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,65.96,1,3.48,-19.28,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,68.3554599689888
437,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,85.24,1,19.28,-22.08,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,87.6354599689888
438,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,107.32,1,22.08,-6.88000000000001,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,109.715459968989
439,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,114.2,1,6.88000000000001,-.399999999999991,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,116.595459968989
440,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,114.6,2,.399999999999991,-1.56,13,1,3,2,31,2,8,2, , , , , , , , , , , , ,varjo,True,116.995459968989
441,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,116.16,1,1.56,-7.56,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,118.555459968989
442,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,123.72,1,7.56,-14.8,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,126.115459968989
443,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,138.52,1,14.8,-4.35999999999999,20,2,6,3, , , , , , , , , , , , , , , , ,varjo,True,140.915459968989
444,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,142.88,1,4.35999999999999,-40.84,26,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,145.275459968989
445,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,183.72,1,40.84,-11.68,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,186.115459968989
446,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,195.4,1,11.68,-4.84,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,197.795459968989
447,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,200.24,1,4.84,-6.51999999999998,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,202.635459968989
448,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,206.76,1,6.51999999999998,-3.68000000000001,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,209.155459968989
449,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,210.44,1,3.68000000000001,-.52000000000001,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,212.835459968989
450,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,210.96,1,.52000000000001,-3.51999999999998,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,213.355459968989
451,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,214.48,1,3.51999999999998,-2.60000000000002,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,216.875459968989
452,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,217.08,1,2.60000000000002,-4.95999999999998,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,219.475459968989
453,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,222.04,1,4.95999999999998,-20.68,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,224.435459968989
454,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,242.72,1,20.68,-3.44,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,245.115459968989
455,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,246.16,1,3.44,-6.16,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,248.555459968989
456,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,252.32,1,6.16,-4.75999999999999,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,254.715459968989
457,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,257.08,1,4.75999999999999,-14.64,1,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,259.475459968989
458,P8,sandwich,P8_sandwich_2_merged_2022-02-03_10-25-22-332.mp4,error frame,271.72,1,14.64, ,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,274.115459968989
459,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,17.88,2, ,-2.4,6,1,2,1,21,2,6,2, , , , , , , , , , , , ,varjo,True,17.0408285058438
460,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,20.28,1,2.4,-12.4,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,19.4408285058438
461,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,32.68,1,12.4,-2.76,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,31.8408285058438
462,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,35.44, ,2.76,-.240000000000002, , , , , , , , , , , , , , , , , , , , ,varjo,True,34.6008285058438
463,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,35.68,1,.240000000000002,-6.8,10,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,34.8408285058438
464,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,42.48,1,6.8,-1,27,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,41.6408285058438
465,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,43.48,1,1,-2.56,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,42.6408285058438
466,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,46.04,2,2.56,-8.52,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,45.2008285058438
467,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,54.56,2,8.52,-1.64,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,53.7208285058438
468,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,56.2,3,1.64,-1.48,31,2,8,2,13,1,3,2,10,1,3,2, , , , , , , , ,varjo,True,55.3608285058438
469,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,57.68,2,1.48,-6.32,29,2,8,2,10,1,3,2, , , , , , , , , , , , ,varjo,True,56.8408285058438
470,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,64,3,6.32,-1.88,3,1,1,2,6,1,2,2,21,2,6,2, , , , , , , , ,varjo,True,63.1608285058438
471,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,65.88,1,1.88,-1.36,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,65.0408285058438
472,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,67.24,1,1.36,-21.44,21,2,6,2, , , , , , , , , , , , , , , , ,varjo,True,66.4008285058438
473,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,88.68,2,21.44,-28.84,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,87.8408285058438
474,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,117.52,3,28.84,-1.96000000000001,6,1,2,2,21,2,6,2,13,1,3,2, , , , , , , , ,varjo,True,116.680828505844
475,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,119.48,2,1.96000000000001,-4.88,29,2,8,2,10,1,3,2, , , , , , , , , , , , ,varjo,True,118.640828505844
476,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,124.36,2,4.88,-3.32000000000001,6,1,2,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,123.520828505844
477,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,127.68,1,3.32000000000001,-4.72,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,126.840828505844
478,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,132.4,2,4.72,-.919999999999987,29,2,8,2,24,2,7,2, , , , , , , , , , , , ,varjo,True,131.560828505844
479,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,133.32,2,.919999999999987,-1.72,29,2,8,2,24,2,7,2, , , , , , , , , , , , ,varjo,True,132.480828505844
480,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,135.04,1,1.72,-4,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,134.200828505844
481,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,139.04,2,4,-1.80000000000001,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,138.200828505844
482,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,140.84,1,1.80000000000001,-.759999999999991,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,140.000828505844
483,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,141.6,2,.759999999999991,-3.48000000000002,6,1,2,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,140.760828505844
484,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,145.08,3,3.48000000000002,-9.83999999999997,21,2,6,2,6,1,2,2,3,1,1,2, , , , , , , , ,varjo,True,144.240828505844
485,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,154.92,2,9.83999999999997,-19.76,3,1,1,2,1,1,1,2, , , , , , , , , , , , ,varjo,True,154.080828505844
486,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,174.68,1,19.76,-5,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,173.840828505844
487,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,179.68,1,5,-1.35999999999999,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,178.840828505844
488,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,181.04,2,1.35999999999999,-3.88,31,2,8,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,180.200828505844
489,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,184.92,2,3.88,-1.68000000000001,29,2,8,2,24,2,7,2, , , , , , , , , , , , ,varjo,True,184.080828505844
490,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,186.6,1,1.68000000000001,-6.84,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,185.760828505844
491,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,193.44,3,6.84,-7.24000000000001,6,1,2,2,8,1,2,2,21,2,6,2, , , , , , , , ,varjo,True,192.600828505844
492,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,200.68,4,7.24000000000001,-3,6,1,2,2,8,1,2,2,21,2,6,2,13,1,3,2, , , , ,varjo,True,199.840828505844
493,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,203.68,4,3,-5.31999999999999,6,1,2,2,8,1,2,2,21,2,6,2,3,1,1,2, , , , ,varjo,True,202.840828505844
494,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,209,1,5.31999999999999,-1.80000000000001,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,208.160828505844
495,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,210.8,1,1.80000000000001,-1.51999999999998,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,209.960828505844
496,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,212.32,2,1.51999999999998,-3.20000000000002,3,1,1,2,1,1,1,2, , , , , , , , , , , , ,varjo,True,211.480828505844
497,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,215.52,3,3.20000000000002,-3.03999999999999,3,1,1,2,1,1,1,2,33,2,9,2, , , , , , , , ,varjo,True,214.680828505844
498,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,218.56,1,3.03999999999999,-24.88,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,217.720828505844
499,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,243.44,2,24.88,-12.12,23,2,7,2,24,2,7,2, , , , , , , , , , , , ,varjo,True,242.600828505844
500,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,255.56,3,12.12,-4.88,8,1,2,2,6,1,2,2,21,2,6,2, , , , , , , , ,varjo,True,254.720828505844
501,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,260.44,3,4.88,-4.39999999999998,8,1,2,2,6,1,2,2,21,2,6,2, , , , , , , , ,varjo,True,259.600828505844
502,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,264.84,1,4.39999999999998,-2.80000000000001,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,264.000828505844
503,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,267.64,3,2.80000000000001,-.800000000000011,10,1,3,2,29,2,8,2,3,1,1,2, , , , , , , , ,varjo,True,266.800828505844
504,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,268.44,1,.800000000000011,-.439999999999998,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,267.600828505844
505,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,268.88,2,.439999999999998,-5.28000000000003,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,268.040828505844
506,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,274.16,1,5.28000000000003,-1.11999999999995,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,273.320828505844
507,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,275.28,2,1.11999999999995,-3.64000000000004,3,1,1,2,1,1,1,2, , , , , , , , , , , , ,varjo,True,274.440828505844
508,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,278.92,3,3.64000000000004,-2.56,31,2,8,2,13,1,3,2,21,2,6,2, , , , , , , , ,varjo,True,278.080828505844
509,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,281.48,3,2.56,-2.56,31,2,8,2,13,1,3,2,21,2,6,2, , , , , , , , ,varjo,True,280.640828505844
510,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,284.04,2,2.56,-15.76,6,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,283.200828505844
511,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,299.8,2,15.76,-4.44,16,1,5,2,23,2,7,2, , , , , , , , , , , , ,varjo,True,298.960828505844
512,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,304.24,2,4.44,-1.31999999999999,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,303.400828505844
513,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,305.56,2,1.31999999999999,-2.24000000000001,6,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,304.720828505844
514,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,307.8,1,2.24000000000001,-21.48,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,306.960828505844
515,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,329.28,2,21.48,-3.44000000000005,21,2,6,2,31,2,8,2, , , , , , , , , , , , ,varjo,True,328.440828505844
516,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,332.72,2,3.44000000000005,-2.39999999999998,24,2,7,2,23,2,7,2, , , , , , , , , , , , ,varjo,True,331.880828505844
517,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,335.12,2,2.39999999999998,-1.68000000000001,24,2,7,2,23,2,7,2, , , , , , , , , , , , ,varjo,True,334.280828505844
518,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,336.8,2,1.68000000000001,-11.48,33,2,9,2,32,2,9,2, , , , , , , , , , , , ,varjo,True,335.960828505844
519,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,348.28,2,11.48,-2.96000000000004,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,347.440828505844
520,P18,sandwich,P18_sandwich_2_merged_varjo.mp4,error frame,351.24,3,2.96000000000004, ,31,2,8,2,21,2,6,2,13,1,3,2, , , , , , , , ,varjo,True,350.400828505844
521,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,10.08,2, ,-1.6,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,13.0438277295083
522,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,11.68,2,1.6,-2.72,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,14.6438277295083
523,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,14.4,1,2.72,-4.2,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,17.3638277295083
524,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,18.6,2,4.2,-11.08,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,21.5638277295083
525,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,29.68,1,11.08,-18.84,16,1,5,2, , , , , , , , , , , , , , , , ,varjo,True,32.6438277295083
526,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,48.52,1,18.84,-4.08,6,1,2,3, , , , , , , , , , , , , , , , ,varjo,True,51.4838277295083
527,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,52.6,2,4.08,-2,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,55.5638277295083
528,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,54.6,2,2,-9.16,6,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,57.5638277295083
529,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,63.76,2,9.16,-.479999999999997,23,2,7,2,27,2,8,2, , , , , , , , , , , , ,varjo,True,66.7238277295082
530,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,64.24,3,.479999999999997,-2.84,31,2,8,2,21,2,6,2,13,1,3,2, , , , , , , , ,varjo,True,67.2038277295082
531,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,67.08,2,2.84,-11.8,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,70.0438277295083
532,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,78.88,2,11.8,-3.36,6,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,81.8438277295082
533,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,82.24,1,3.36,-13.84,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,85.2038277295082
534,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,96.08,1,13.84,-3.8,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,99.0438277295082
535,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,99.88,1,3.8,-3.44,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,102.843827729508
536,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,103.32,1,3.44,-1.88000000000001,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,106.283827729508
537,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,105.2,2,1.88000000000001,-22.28,31,2,8,2,29,2,8,2, , , , , , , , , , , , ,varjo,True,108.163827729508
538,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,127.48,1,22.28,-2.27999999999999,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,130.443827729508
539,P19,cereal,P19_cereal_2_merged_varjo.mp4,error frame,129.76,1,2.27999999999999, ,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,132.723827729508
540,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,22.88,1, ,-11.72,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,24.7012532420917
541,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,34.6,1,11.72,-2.68,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,36.4212532420917
542,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,37.28,1,2.68,-11.12,27,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,39.1012532420917
543,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,48.4,1,11.12,-6.8,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,50.2212532420917
544,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,55.2,1,6.8,-23.56,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,57.0212532420917
545,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,78.76,1,23.56,-3.39999999999999,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,80.5812532420917
546,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,82.16,2,3.39999999999999,-18.04,31,2,8,2,6,1,2,2, , , , , , , , , , , , ,varjo,True,83.9812532420917
547,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,100.2,1,18.04,-2.16,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,102.021253242092
548,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,102.36,1,2.16,-15.2,23.2,2,7, , , , , , , , , , , , , , , , , ,varjo,True,104.181253242092
549,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,117.56,1,15.2,-6.56,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,119.381253242092
550,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,124.12,1,6.56,-5.44,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,125.941253242092
551,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,129.56,3,5.44,-29.16,13,1,3,2,32,2,9,2,33,2,9,2, , , , , , , , ,varjo,True,131.381253242092
552,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,158.72,1,29.16,-4.75999999999999,26,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,160.541253242092
553,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,163.48,1,4.75999999999999,-11.32,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,165.301253242092
554,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,174.8,1,11.32,-15.4,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,176.621253242092
555,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,190.2,1,15.4,-6.52000000000001,27,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,192.021253242092
556,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,196.72,1,6.52000000000001,-5.19999999999999,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,198.541253242092
557,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,201.92, ,5.19999999999999,-.880000000000024, , , , , , , , , , , , , , , , , , , , ,varjo,True,203.741253242092
558,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,202.8,1,.880000000000024,-26.64,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,204.621253242092
559,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,229.44,1,26.64,-10.48,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,231.261253242092
560,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,239.92,1,10.48,-13.28,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,241.741253242092
561,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,253.2,1,13.28,-20.8,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,255.021253242092
562,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,274,1,20.8,-7.83999999999997,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,275.821253242092
563,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,281.84,2,7.83999999999997,-11.6,24,2,7,2,29,2,8,2, , , , , , , , , , , , ,varjo,True,283.661253242092
564,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,293.44,1,11.6,-11.24,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,295.261253242092
565,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,304.68,1,11.24,-14.28,32,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,306.501253242092
566,P24,sandwich,P24_sandwich_2_merged_varjo.mp4,error frame,318.96,2,14.28,-7.40000000000003,24,2,7,2,25,2,7,3, , , , , , , , , , , , ,varjo,True,320.781253242092
